R,G,B
0.610440882054192,1.0,0.7744946866833989
0.605604705686396,0.36075949367088606,0.7767376287405307
0.5809088508757121,0.3322784810126582,0.7740308938490047
0.5503911657961886,0.2626582278481012,0.7645824585922073
0.5226360798922407,0.26582278481012656,0.7563285393214814
0.5121355517408261,0.310126582278481,0.7579127732489315
0.5112586004931075,0.36075949367088606,0.7646177821616554
0.4668908405459966,0.1930379746835443,0.7505604659608487
0.40040934268893835,0.2310126582278481,0.7183877428147394
0.38125003216631725,0.3829113924050633,0.709776806055081
0.33958354095228316,0.18670886075949367,0.7063059233860263
0.355498615327825,0.2879746835443038,0.719883386195578
0.3825571932694203,0.3354430379746835,0.7402852177878295
0.4149667645926307,0.3829113924050633,0.76035069497232
0.4228669287695084,0.2310126582278481,0.7682560293511022
0.4280859427818555,0.370253164556962,0.7738113727506711
0.43199701590162576,0.3291139240506329,0.778144729852985
0.4358706201369422,0.3892405063291139,0.782431273167816
0.43885191127181145,0.3575949367088607,0.786780529899567
0.4471321058511215,0.3512658227848101,0.7934258669236742
0.45403780450584463,0.36075949367088606,0.8012596529699888
0.4605933386951655,0.39556962025316456,0.8083920046556947
0.4499251558058397,0.34177215189873417,0.8040820464007512
0.425833520872704,0.3164556962025316,0.7876505357362438
0.42656621106686643,0.24050632911392406,0.7893367332791942
0.43352587115351326,0.430379746835443,0.7963590266999999
0.44318368081532356,0.32594936708860756,0.8057855758272077
0.45617240022476935,0.37974683544303794,0.816493396914471
0.4699400513444587,0.36708860759493667,0.828298871771629
0.4736914625684676,0.6677215189873418,0.8320849790777453
0.46808294371152215,0.7151898734177214,0.8313656817731332
0.3387890134524625,0.2310126582278481,0.801836143279028
0.3350931232393357,0.370253164556962,0.8026486336545622
0.339364186171931,0.3765822784810126,0.8074726262855023
0.35946489754268285,0.41455696202531644,0.8188165291067098
0.3787922526979557,0.430379746835443,0.8329645118178904
0.3913472531993598,0.3575949367088607,0.8440469880396969
0.37242901459407207,0.42088607594936706,0.8372019883613103
0.3524850409085367,0.370253164556962,0.8266318084993272
0.3557867085507205,0.4272151898734177,0.82863158921962
0.36194100206379076,0.4272151898734177,0.835223755823018
0.3657124148879305,0.3481012658227848,0.8426769485128641
0.3905321782467759,0.26582278481012656,0.8611872874480649
0.41643861723363074,0.4462025316455696,0.8790870194604544
0.42260039672569505,0.45569620253164556,0.8870153020898213
0.4206176650077431,0.42088607594936706,0.889369042678001
0.4195107928322379,0.5284810126582278,0.891537217854196
0.3631590722189557,0.3481012658227848,0.8827956563049201
0.34222726122183644,0.36708860759493667,0.8838592095537848
0.3293983596660439,0.3892405063291139,0.8885896711662136
0.330532407504883,0.40189873417721517,0.8956953249923685
0.33035040464055854,0.36075949367088606,0.8995106728113264
0.31006289470019155,0.43670886075949367,0.8915233459102943
0.2704769208047395,0.33860759493670883,0.8656449609849969
0.26234761548955277,0.43354430379746833,0.8573111090630414
0.2611231120711892,0.3829113924050633,0.8581432808624642
0.26273236361832986,0.33860759493670883,0.862738161120633
0.27177020165511934,0.41455696202531644,0.8718961384708384
0.28266272997746356,0.3575949367088607,0.8835630709091449
0.2877425515678702,0.42088607594936706,0.8893992004771563
0.2963457349492451,0.7215189873417721,0.8969457149798633
0.29834316569887065,0.3575949367088607,0.9010972401864165
0.3004397856701857,0.5189873417721519,0.9048196363255873
0.3034252876682402,0.3575949367088607,0.9081605218219759
0.3051382902055195,0.4873417721518987,0.9119545467573261
0.30956484316016386,0.4113924050632911,0.9172937646271965
0.3169356862389172,0.33860759493670883,0.9233455691281208
0.3126169781691708,0.4113924050632911,0.9218626068282504
0.2783761882237137,0.28481012658227844,0.9015246795158525
0.2677709343453145,0.30063291139240506,0.893118796479159
0.27233757647980283,0.30696202531645567,0.8962657161520586
0.28324359516012976,0.30696202531645567,0.9047657417314726
0.31512747140629216,0.42088607594936706,0.9288944110597822
0.33133106788894295,0.3892405063291139,0.9470475554858847
0.32741430230597857,0.3829113924050633,0.9502401785470452
0.3239539475048865,0.49367088607594933,0.9479371622827382
0.3251887051548934,0.4462025316455696,0.9484657766832997
0.32812749776317673,0.33860759493670883,0.9549002183189705
0.34267384665627176,0.310126582278481,0.9757662611569172
0.3534376707251603,0.4651898734177215,0.9883104733514406
0.36025685173722266,0.4588607594936709,0.995528953394179
0.2773691291014799,0.3291139240506329,0.984099292349013
0.24675938987399704,0.30696202531645567,0.9775160733103591
0.19761109153839485,0.2531645569620253,0.9532728075638078
0.15337612973950243,0.35443037974683544,0.9347049531674645
0.15535870549955888,0.4050632911392405,0.9343000758627967
0.1713336287175906,0.39873417721518983,0.9438588590538566
0.18671700363709576,0.31329113924050633,0.9549662951190407
0.199220693990803,0.490506329113924,0.9647631704331007
0.2066369987961636,0.3575949367088607,0.9719519593662118
0.21211002923119082,0.5759493670886076,0.9776356584787277
0.20489124510077872,0.2468354430379747,0.9742708269817291
0.20528585756646223,0.2911392405063291,0.9765878278391343
0.20499823221725322,0.28164556962025317,0.979609417234648
0.20759040840226461,0.3892405063291139,0.98466533846827
