5.830086317658425443e+00,6.678649809956551664e+00,5.573538197577001085e+00,1.944273227453233943e+00,3.430024582147598977e+00
3.290746721625328775e+00,4.661495414376259916e+00,4.923546993732452748e+00,4.491706773638727057e+00,1.916304850578310237e+00
3.426563739776433692e-02,2.527350544929504395e+00,2.853311985731124878e+00,1.144656187295915117e+00,6.090380728244788600e-01
1.798436605930328724e+00,3.031772735714913125e+00,2.806246620416642301e+00,2.594796156883241167e+00,2.309764832258224487e+00
1.631716954708098299e+00,2.666101562976836092e+00,3.281385898590087891e+00,1.493786716461181996e+00,1.755005979537964222e+00
1.686832478642463329e+00,3.150234353542327170e+00,5.598074591159819313e+00,2.610011261701583152e+00,5.678216278553005480e-01
1.599081575870513916e+00,2.214196324349160250e-03,2.513040377199649456e+00,9.737462520599358129e-01,1.786268174648277807e-01
3.151205897331230688e-01,7.888163685798641467e-01,1.103510081768035889e+00,3.299136036634445546e+00,1.105073827505110629e+00
8.822527647018425512e-01,2.062366932630538940e+00,5.723472952842705297e-01,1.394159698486328480e+00,9.387859642505649305e-01
5.344505847990513203e+00,1.444596457481384988e+00,6.298854887485507703e-01,2.029669076204299927e+00,3.614480751752852328e+00
6.389810052514077299e+00,3.714080619812014206e+00,7.905154782533646340e+00,3.714355009794237716e+00,4.205318510532380927e+00
3.281273382902147873e+00,3.700991940498353117e+00,2.110788911581041205e+00,3.667758601903917892e+00,3.229222434759142502e+00
3.212326408922672627e+00,2.053147774934769743e+00,2.583318948745905175e-02,3.035456538200360654e-01,6.722426414489728330e-01
3.447131097316740167e+00,9.120004773139953613e-01,1.464929351210594533e+00,8.181746244430527781e-01,2.496423578262328746e+00
5.970080614089976478e-01,2.707351392507552745e+00,6.775160223245624280e-01,5.612796366214745092e-01,4.923392689600587069e+00
2.803373718261717329e+00,4.457923692464827781e+00,2.218320506811140902e+00,4.869594031572340498e+00,3.240171527862548473e+00
2.531806904077528841e+00,4.029491782188401316e-01,1.975724840164183149e+00,2.704395985603332164e+00,4.034679639339445956e+00
5.103606384992598777e+00,1.673450565338134410e+00,1.113770008087158203e-01,4.754359096288673925e-01,3.208843779563903098e+00
1.424506735801697843e+00,4.375506371259696436e-01,5.721892535686485814e-01,9.122133195400223826e-01,2.789888679981231689e-01
4.940113902091969322e-01,3.252511322498321533e-01,3.671686410903930664e+00,1.446492743492125754e+00,2.996068429946898704e+00
5.363342435657978413e+00,6.202669978141788221e-01,3.278112855553628080e+00,3.872524982690812578e+00,4.162186291813851469e+00
3.296818214654923196e+00,3.684054818749428861e+00,4.764165484905243275e+00,3.359217545390130510e+00,3.555172458291053772e+00
5.262802958488475014e-01,9.275820195674917557e-01,2.102040433883667347e+00,1.885726892948150990e+00,2.349603390693665972e+00
1.382139790058136697e+00,1.175085663795472968e+00,1.862742435932160490e+00,2.328334009647370806e+00,1.852151536941530452e+00
1.709737879037858121e+00,3.392839378118514659e+00,3.295381599664688466e+00,2.683544600009918568e+00,2.633336222171783092e+00
1.972241508960724587e+00,2.999347236752509360e+00,3.169315576553355385e-01,2.672571218013763072e+00,2.224442487955093029e+00
9.443278968334212209e-01,1.491263270378127004e-01,6.050891399383537816e-01,1.680123481154442544e+00,1.644135433435440774e+00
1.368308368325234170e+00,3.129946291446668027e-01,1.666919225454330800e+00,9.904814004898074842e-01,8.961694061756144691e-01
6.997123360633850098e-02,8.347706794738840586e-02,1.144684731960296631e+00,1.899862807989119773e+00,7.395100593566183989e-03
6.071287035942081189e-01,2.763122767210006714e+00,1.178826606273650768e+00,7.505798131227496839e-01,1.267553544044494274e+00
1.874235510826096629e-01,3.356919243931770325e+00,1.933536732196808217e+00,2.405172646045686591e+00,2.430505216121675360e+00
2.408139383792878618e+00,3.569983342289924977e+00,3.482028326392175188e+00,1.902520686388017523e+00,3.819487816095353594e+00
4.860028624534606934e-01,4.471345514059066772e+00,2.072965872287749534e+00,3.864059507846832275e+00,3.972025036811828613e+00
3.249201202392578480e+00,1.159244698286055808e+00,5.053728985786436922e+00,4.420030632615087995e+00,4.659425401687620649e+00
8.950897365808465622e-01,2.484076407924295182e+00,1.738165177404882300e+00,8.340970396995519565e-01,7.114515289664282705e-01
1.100066035985944879e+00,8.091998130083091212e-01,1.011584520339958715e-01,1.555378150939938919e+00,2.372088098525999555e+00
6.117107349634169466e+00,4.387348049879074452e+00,6.396832627058028464e+00,6.923571109771728516e+00,4.254837882518767600e+00
6.084898293018341064e+00,6.535348689556121471e+00,6.385991632938385010e+00,5.806701338291167858e+00,6.352055984735487826e+00
2.361354112625111412e-01,1.303931045532227273e+00,7.529544830322265625e-02,3.730856835842146779e-01,6.028282165527336645e-01
2.735393881797776316e-01,1.578891736268994705e+00,1.065716481208802691e+00,3.282785832881920385e-01,8.837109804153442383e-01
4.442282277345656283e+00,4.467157220840453746e+00,2.913114643096923473e+00,4.008821964263916016e+00,3.992210978269575605e+00
2.998726415634154208e+00,3.576195114850996504e+00,2.497991448640823009e+00,1.145204186439514160e+00,2.427237910032271628e+00
3.898964792490005493e+00,3.283973705768584495e+00,2.985287129878997803e+00,3.927279150485992076e+00,4.241105759143829701e+00
4.444729030132279490e-01,9.964764416217786192e-01,3.364995393902063370e+00,9.746784448623664332e-01,7.549835562705986547e-01
9.757973611354842092e-01,9.090357840061198402e-01,2.215006268024446001e+00,3.183557589352131956e+00,4.261151905357838388e+00
2.972406470775606380e+00,3.823878765106218935e-01,4.526450157165538002e-01,9.949050307273878957e-01,1.881765049695969694e+00
1.002721542119981990e+00,1.764058113098165848e-01,1.767264729738233342e+00,3.331518933176996100e+00,1.246659779548647151e+00
8.104320108890537000e-01,2.996861100196834826e-01,1.312805986404418590e+00,6.577503383159637451e-01,1.720637637376784213e+00
4.653029143810272217e-01,6.665501296520126573e-02,1.139382362365722656e+00,1.437427809834479930e+00,2.127058526873588207e+00
1.189770227670670977e+00,1.119298523664474132e+00,3.127654790878278135e-01,4.446780890226378347e-01,6.036426961421952342e-01
8.178116023540500379e-01,4.552049636840838076e-01,1.404965144395829313e+00,1.407127559185028076e+00,7.585688233375531553e-01
3.543798255920410867e+00,1.191331541538239946e+00,2.810618996620188881e-01,9.745935797691274161e-02,6.580471277236945582e-01
1.133415687084196932e+00,5.498643040657054115e-01,3.138253688812397968e-02,1.669828313589096780e+00,2.215064489841461537e+00
1.389621800184249523e+00,2.446115803718566184e+00,3.733771449327468517e+00,1.507612818479536543e+00,3.153143954277037864e+00
2.040386432409286854e+00,1.246884694695472362e+00,3.270621240139011121e-01,3.661992008984087832e+00,1.387934172153473256e+00
2.735865652561191297e-01,7.896886229515072131e-01,9.862552314996726466e-01,3.890545976161956077e+00,9.669366419315341687e-01
2.603101018071175332e+00,2.610306110978125815e+00,7.149669922143219836e+00,3.480354338884353638e+00,2.284265124797821400e+00
2.843040645122528076e+00,5.115374675393104198e+00,2.616247901320457814e+00,2.297787839174270985e+00,1.681928116083145852e+00
9.709310531616210938e-01,1.831542205810546164e+00,2.878036218881605990e+00,3.194569176435470226e+00,2.194982546567915804e+00
3.161227190494535932e+00,7.985346615314448115e-02,9.515197634696956897e-01,1.569341790676116233e+00,9.553263008594505834e-01
2.037737107276916149e+00,3.899098968505859020e+00,2.378044986724853871e+00,1.227774620056152344e-01,3.360154914855957742e+00
5.592931181192408729e-01,2.472463133931160684e+00,4.533004283905022191e-01,6.143701076508634173e-03,4.309489375352859142e+00
1.636383646726606855e+00,1.734866923093793645e+00,1.216183754801750894e+00,2.926705032587049615e+00,5.701729118823983811e-01
2.944163537025453081e+00,5.169456601143096464e-02,1.721244430541990056e+00,1.293907225132002736e-01,1.633739650249470543e-01
5.582254648208628822e-01,6.524526476860064150e-01,3.119751453399679519e-01,1.081268757581712592e+00,7.477352619171160342e-01
1.923556202650070546e+00,3.217478632926962234e-01,7.879591703414927650e-01,1.269293302297588966e+00,1.722344088554383035e+00
2.036199396848678234e+00,2.638714620471001027e+00,6.641541421413421631e-01,1.715819436311722512e+00,3.250799402594566345e+00
1.915112483501435037e+00,3.969799271225928905e+00,2.730819022655486705e+00,1.011929309368133190e+00,3.933177632093428855e+00
1.291870939731596835e+00,3.372599899768840004e-01,4.799358516931544472e-01,5.233755528926842260e-01,6.970634162425994873e-01
6.215845525264747096e-01,3.378288270533085225e+00,9.949236512184178594e-02,2.717717695236204989e+00,1.672605445981025341e+00
1.460018455982208252e+00,5.301767706871025609e-01,1.159317523241043091e+00,2.781363093852997181e+00,1.034671300649643300e+00
1.387316197156906128e+00,8.077449649572372437e-01,1.238678312301635387e+00,1.120218336582183838e+00,1.599259530007838492e+00
2.364124673604965921e+00,1.580506795644760487e+00,1.959120348095895636e+00,2.402697807550431719e+00,2.050979185104370828e+00
9.112507820129405189e-01,8.557924091815962697e-01,2.520962384343148344e+00,1.128125429153428172e-01,4.874175772070884705e+00
1.893109792470932362e+00,1.175749057531357167e+00,4.002971112728115344e-01,3.336517453193668103e-01,1.382212221622474146e-01
2.150602340698242188e+00,1.909514155983925932e+00,5.823183059692382812e-02,2.735043525695814992e-01,3.302154958248149086e-01
2.528043746948256398e-01,1.421185714006423240e+00,5.448689222335794113e-01,1.445695143938065641e+00,3.994156539440165687e-01
2.049920731782915340e+00,2.556049683690073238e+00,1.148000860214235530e+00,3.302697807550432074e+00,4.349397197365762580e+00
9.938008010387431312e-01,2.099389269948005676e+00,7.143343269824988795e-01,1.173975956439971213e+00,5.217696547508250404e-01
1.252369290590285900e+00,2.634615755081176403e+00,8.630054712295542885e-01,8.334927499294284559e-01,2.448603183031082153e+00
1.456838262081147306e+00,2.230712801218032837e+00,1.952582246065141192e+00,2.550754624605179544e+00,2.940485405921936746e+00
2.193095874786378019e+00,4.185549074411392567e+00,1.959695321321488493e+00,4.137660816311836243e+00,2.871528154611588945e+00
3.475694066286086681e+00,2.269310057163238525e-01,1.439498668909072521e+00,1.617812800407410379e+00,4.377042651176488164e-02
2.556737625598907826e+00,2.583927178382873890e+00,1.187093698978424428e+00,2.950095620751380210e+00,9.507175385951995850e-01
1.857925999164582009e+00,1.532786065340042470e+00,1.675124621391297808e+00,9.254884183406844045e-01,2.935598474740983121e+00
1.092554223537446134e+00,1.841546857357025502e+00,2.169614726305008290e+00,1.187910008430481668e+00,4.112127840518951416e+00
7.076498717069643618e-01,1.308853471279142866e+00,5.259127944707877589e-01,1.882055807113646395e+00,1.640814906358716740e+00
9.834963470697406507e-01,4.043452918529517603e-01,3.200708687305446887e-01,2.183271765708933998e-01,3.299770355224607599e+00
1.064517498016357422e+00,2.546647250652309680e-01,9.233103156089779162e-01,1.715953797101974487e+00,4.889066278934475207e-01
4.292778080701827648e+00,2.337160766124725342e+00,5.659700280427932384e+00,4.590742874145508523e+00,5.330687429010868783e+00
1.132254993915557506e+00,3.161017179489142848e-01,1.867329174280166981e+00,1.171878063678741810e+00,2.778492385149002430e+00
2.458196860551833396e+00,2.030620932579036975e-01,1.819212308526038768e+00,1.772131422162056325e+00,1.585072576999664307e-01
5.502492725849155164e-01,2.575005114078514623e-01,1.303027391433708715e-01,9.090987086296085096e-01,1.776267355680465343e+00
1.655812364816664939e+00,1.592077946662902477e+00,2.493781685829166150e-01,2.182623392343520763e+00,1.366988915205002542e+00
4.779338487982750294e+00,2.739952960610390065e+00,1.433946722745895741e+00,2.225921022891999002e+00,3.223464971780776622e+00
1.919015347957753193e-02,2.190748703479766135e+00,2.366938468813897245e+00,8.740535289049162770e-01,4.308011503331362846e+00
5.731807559728636647e-01,1.023882448673258949e-01,4.134794116020206189e-01,4.547759354114546682e-01,1.576792526245116122e+00
4.575154244899728440e-01,1.185679793357850897e+00,1.205635428428651679e+00,1.282146996259690752e+00,2.267554038763048396e+00
1.231102699041368709e+00,2.484633654356004584e+00,4.594973659515382280e+00,1.985319828987123003e+00,9.543889939785028531e-01
9.130445182323434494e-01,1.208793127536772261e+00,3.490922880172727005e+00,6.863307654857617734e-01,7.767863333225228928e-01
2.118237513303757424e+00,4.299104094505317164e-01,7.323641121387485242e-01,7.822209179401387047e-01,1.716607907414436696e+00
2.053371089696883089e+00,2.178413653373716841e+00,1.654884219169616699e+00,1.779757159948347933e+00,2.606272339820865369e-01
1.888141334056854248e-01,6.437395179271698353e+00,1.065946310758590698e+00,2.583142203092574363e+00,1.599729508161544800e-01
1.338199055194854381e+00,1.694757473468779807e+00,8.879947066307103398e-02,1.093557217717171071e+00,4.170215547084819008e-01
1.174615663290023093e+00,1.510962903499603271e+00,1.559885805845260265e+00,1.011963129043582654e-01,1.093110501766219045e-01
1.618302404880523682e+00,8.176032543182358836e-01,8.400936126708984375e-01,2.046141743659983803e-01,6.274267268925904695e+00
