R,G,B
0.6794752040197647,0.9999999999999999,0.8139865157980769
0.6726988877211895,0.2184873949579832,0.8166739334521025
0.6693147653050762,0.24929971988795516,0.821192471256555
0.6625377827902295,0.22408963585434175,0.824394662745835
0.6526884926974752,0.257703081232493,0.8269229734771175
0.644942754854501,0.3277310924369748,0.8294090557381044
0.6229131864340118,0.257703081232493,0.8293191281248016
0.6037578287458274,0.19607843137254902,0.8280803592420611
0.5408293203625476,0.2605042016806723,0.8163717473969021
0.3935974720269879,0.2829131652661065,0.7718875302876751
0.20259652154136099,0.24929971988795516,0.676331710855004
0.08541889347319831,0.23529411764705885,0.6042802616481875
0.0764661254906489,0.19047619047619047,0.5699365310482633
0.05189788872476697,0.09243697478991596,0.5377161167298844
0.07154722015367732,0.09523809523809523,0.5266175123369159
0.12465216464172002,0.1484593837535014,0.5272605450875829
0.20411705768351673,0.17366946778711484,0.5431681635390825
0.23329074503119251,0.13165266106442577,0.54949987256443
0.2437017066872187,0.1876750700280112,0.5470600074247458
0.25116027969398935,0.19607843137254902,0.5420175475029123
0.2811719902385992,0.1876750700280112,0.5422321479050343
0.3274594923852252,0.19047619047619047,0.5495221577796899
0.3766984094804009,0.17647058823529413,0.5621376205354782
0.4201058074431021,0.2773109243697479,0.5764186378317693
0.4631360245019991,0.34733893557422973,0.5926486234488402
0.5169107982024261,0.35294117647058826,0.6107497255057948
0.5637034716478606,0.2913165266106443,0.6269204119581221
0.6047061363591997,0.44257703081232497,0.6453117890069485
0.6386451149461365,0.4929971988795519,0.6628210338034514
0.6583773134295932,0.42577030812324934,0.6775534639329892
0.6787803404498387,0.8375350140056023,0.6934282949413476
0.6650820627265173,0.3613445378151261,0.6981751189779832
0.6704096404979136,0.350140056022409,0.7061956191804347
0.6894977872139059,0.31092436974789917,0.7201114553508028
0.696011486183469,0.2801120448179272,0.7279279305652705
0.7082645614505854,0.3557422969187675,0.738841593286771
0.7129980024273852,0.411764705882353,0.7466971865556115
0.6945012507698003,0.37535014005602246,0.746586602121267
0.6528900999903513,0.3277310924369748,0.7427480195341438
0.563232098012918,0.20168067226890757,0.7250400191601621
0.41786824322818106,0.23249299719887953,0.6627118216114259
0.3068004077038591,0.15406162464985995,0.6021900438513755
0.2519445699863532,0.17086834733893558,0.5650705963783414
0.2524505099962422,0.0784313725490196,0.5497688320589471
0.27616017335562404,0.19887955182072828,0.545299457122642
0.3393866597776487,0.17366946778711484,0.5572281217460704
0.4348247284925275,0.15406162464985995,0.586485242814619
0.46825915074952107,0.26330532212885155,0.6042959783968807
0.4515159828101858,0.2773109243697479,0.603329681948994
0.41608890768871554,0.19047619047619047,0.590006526384469
0.4120156357883804,0.11764705882352941,0.5864457954220899
0.40932817060138227,0.14565826330532214,0.5843590356759217
0.4104590727202222,0.16246498599439776,0.5851163121737837
0.41010131458306986,0.23249299719887953,0.5857060653293464
0.40939074368338524,0.19607843137254902,0.5853169340008164
0.4117893272460993,0.20448179271708683,0.5870742092179189
0.42397080988785874,0.26610644257703087,0.5945696529160058
0.457565739018591,0.3305322128851541,0.6090321355365568
0.5017760557055198,0.33333333333333337,0.6286538833451316
0.553794760188536,0.3781512605042017,0.6500128350398234
